number,DATA_EMISSAO,PEDC_DT_CHEGADA,P_PED_CLIENTE,ENTREGA_SIGE,V_TOTAL,V_FRETE,IPMP_VL_MEIO,DECODE(PVC.PEDC_SITUACAO.'C'.',IPI_SKU_ITEM,IPI_V_UNITARIO,IPI_DESC_ITEM
4315,23/08/2016,23/08/2016 09:54:00,63630295,6363029501,541.82,20,541.82,Liquidado,583294,289.9,"28,990,000"
4316,23/08/2016,23/08/2016 09:54:00,63630296,6363029601,173.7,7.9,173.7,Liquidado,519105,82.9,0
4317,23/08/2016,23/08/2016 09:54:00,63630297,6363029701,421.9,22,421.9,Liquidado,542491,399.9,0
4318,23/08/2016,23/08/2016 09:54:00,63630298,6363029801,80,11,80,Liquidado,100802,69,0
4319,23/08/2016,23/08/2016 09:55:00,63630300,6363030001,84.9,15,84.9,Liquidado,275677,69.9,0
4320,23/08/2016,23/08/2016 09:55:00,63630301,6363030101,227.8,7.9,227.8,Liquidado,7195,219.9,0
4321,23/08/2016,23/08/2016 09:55:00,63630302,6363030201,978.99,29.99,978.99,Aberto,592777,949,0
4322,23/08/2016,23/08/2016 09:55:00,63630305,6363030501,147.8,8,147.8,Liquidado,479586,69.9,0
4323,23/08/2016,23/08/2016 09:55:00,63630305,6363030501,147.8,8,147.8,Liquidado,485103,69.9,0
4324,23/08/2016,23/08/2016 09:55:00,63630307,6363030701,690.9,12.9,690.9,Liquidado,590005,678,0
4325,23/08/2016,23/08/2016 09:55:00,63630310,6363031001,1824.9,25.9,1824.9,Liquidado,543608,1799,0
4326,23/08/2016,23/08/2016 09:55:00,63630311,6363031101,215.1,27,215.1,Liquidado,483086,209,"20,900,000"
4327,23/08/2016,23/08/2016 09:55:00,63630312,6363031201,2311.9,12.9,2311.9,Liquidado,595931,2299,0
4328,23/08/2016,23/08/2016 09:55:00,63630313,6363031301,912.99,14.99,912.99,Liquidado,126315,898,0
4329,23/08/2016,23/08/2016 09:55:00,63630314,6363031401,56.8,6.9,56.8,Liquidado,313167,49.9,0
4330,23/08/2016,23/08/2016 09:55:00,63630315,6363031501,175.5,12.9,175.5,Liquidado,464829,17.9,0
4331,23/08/2016,23/08/2016 09:55:00,63630315,6363031501,175.5,12.9,175.5,Liquidado,525871,63.4,0
4332,23/08/2016,23/08/2016 09:56:00,63630317,6363031701,103.91,9,103.91,Liquidado,275674,99.9,"4,990,000"
4333,23/08/2016,23/08/2016 09:56:00,63630318,6363031801,267,19,267,Liquidado,6174,248,0
4334,23/08/2016,23/08/2016 09:56:00,63630319,6363031901,404,5,404,Liquidado,592090,399,0
4335,23/08/2016,23/08/2016 09:56:00,63630320,6363032001,607.2,15,607.2,Liquidado,372434,329,"32,900,000"
4336,23/08/2016,23/08/2016 09:56:00,63630322,6363032201,168.61,17.9,168.61,Liquidado,367730,29,0
4337,23/08/2016,23/08/2016 09:56:00,63630322,6363032201,168.61,17.9,168.61,Liquidado,408385,67,0
4338,23/08/2016,23/08/2016 09:56:00,63630322,6363032201,168.61,17.9,168.61,Liquidado,505408,15.68,"1,560,000"
4339,23/08/2016,23/08/2016 09:56:00,63630322,6363032201,168.61,17.9,168.61,Liquidado,505410,5.2,0.52
4340,23/08/2016,23/08/2016 09:56:00,63630322,6363032201,168.61,17.9,168.61,Liquidado,506115,39.9,"3,990,000"
4341,23/08/2016,23/08/2016 09:56:00,63630323,6363032301,2419,20,2419,Liquidado,532886,2399,0
4342,23/08/2016,23/08/2016 09:56:00,63630324,6363032401,269.9,15,269.9,Liquidado,492355,254.9,0
4343,23/08/2016,23/08/2016 09:56:00,63630325,6363032501,136.7,17,136.7,Liquidado,436830,21.9,0
4344,23/08/2016,23/08/2016 09:56:00,63630325,6363032501,136.7,17,136.7,Liquidado,436831,48.9,0
4345,23/08/2016,23/08/2016 09:57:00,63630326,6363032601,125.9,6.9,125.9,Liquidado,586064,119,0
4346,23/08/2016,23/08/2016 09:57:00,63630327,6363032701,254.6,14.9,254.6,Liquidado,462089,79.9,0
4347,23/08/2016,23/08/2016 09:57:00,63630328,6363032801,2658.9,59.9,2658.9,Liquidado,519021,2599,0
4348,23/08/2016,23/08/2016 09:57:00,63630332,6363033201,491,13,491,Liquidado,531826,478,0
4349,23/08/2016,23/08/2016 09:57:00,63630333,6363033301,1058.1,14.98,1058.1,Liquidado,583294,289.75,"28,970,000"
4350,23/08/2016,23/08/2016 09:57:00,63630334,6363033401,239.9,14.9,239.9,Liquidado,541968,37.5,0
4351,23/08/2016,23/08/2016 09:57:00,63630335,6363033501,1028.9,19.9,1028.9,Liquidado,543204,1009,0
4352,23/08/2016,23/08/2016 09:57:00,63630337,6363033701,1374,16,1374,Liquidado,588747,679,0
4353,23/08/2016,23/08/2016 09:57:00,63630338,6363033801,167.9,8,167.9,Liquidado,405324,159.9,0
4354,23/08/2016,23/08/2016 09:57:00,63630339,6363033901,403,5,403,Liquidado,102654,398,0
4355,23/08/2016,23/08/2016 09:57:00,63630340,6363034001,1016,17.9,450,Aberto,543797,1109,"110,900,000"
4356,23/08/2016,23/08/2016 09:57:00,63630340,6363034001,1016,17.9,566,Aberto,543797,1109,"110,900,000"
4357,23/08/2016,23/08/2016 09:57:00,63630342,6363034201,138.6,7.9,138.6,Liquidado,380732,54.9,0
4358,23/08/2016,23/08/2016 09:57:00,63630342,6363034201,138.6,7.9,138.6,Liquidado,495296,37.9,0
4359,23/08/2016,23/08/2016 09:57:00,63630342,6363034201,138.6,7.9,138.6,Liquidado,501096,37.9,0
4360,23/08/2016,23/08/2016 09:57:00,63630343,6363034301,1344,15,1344,Aberto,532879,1329,0
4361,23/08/2016,23/08/2016 09:58:00,63630346,6363034601,2102.1,14.98,2102.1,Liquidado,590198,579.75,"57,970,000"
4362,23/08/2016,23/08/2016 09:58:00,63630347,6363034701,448,0,448,Aberto,409716,448,0
4363,23/08/2016,23/08/2016 09:58:00,63630348,6363034801,2021.9,22.9,2021.9,Aberto,505479,1999,0
4364,23/08/2016,23/08/2016 09:58:00,63630350,6363035001,639.2,20,639.2,Liquidado,583291,172,"17,200,000"
4365,23/08/2016,23/08/2016 09:58:00,63630351,6363035101,332.41,0,332.41,Liquidado,495938,349.9,"17,490,000"
4366,23/08/2016,23/08/2016 09:58:00,63630352,6363035201,557,9,557,Liquidado,111398,548,0
4367,23/08/2016,23/08/2016 09:58:00,63630354,6363035401,1410.9,11,1410.9,Liquidado,592985,1399.9,0
4368,23/08/2016,23/08/2016 09:59:00,63630356,6363035601,695,16,61.01,Liquidado,590872,679,0
4369,23/08/2016,23/08/2016 09:59:00,63630356,6363035601,695,16,633.99,Liquidado,590872,679,0
4370,23/08/2016,23/08/2016 09:59:00,63630357,6363035701,887.9,8.9,887.9,Liquidado,596872,879,0
4371,23/08/2016,23/08/2016 09:59:00,63630361,6363036101,476,38,476,Liquidado,59967,438,0
4372,23/08/2016,23/08/2016 09:59:00,63630363,6363036301,209.9,12,209.9,Liquidado,549748,197.9,0
4373,23/08/2016,23/08/2016 09:59:00,63630364,6363036401,181.6,10,181.6,Liquidado,464829,14.3,0
4374,23/08/2016,23/08/2016 09:59:00,63630365,6363036501,1054,6,1054,Liquidado,285326,1048,0
4375,23/08/2016,23/08/2016 09:59:00,63630367,6363036701,386.9,7.9,386.9,Liquidado,501098,37.9,0
4376,23/08/2016,23/08/2016 09:59:00,63630368,6363036801,0,0,0,Cancelado,419687,2389.9,0
4377,23/08/2016,23/08/2016 09:59:10,,97520,7849.8,0,,Liquidado,492621,174.44,0
4378,23/08/2016,23/08/2016 10:00:00,63630369,6363036901,665.92,29.9,665.92,Liquidado,542013,649,"12,980,000"
4379,23/08/2016,23/08/2016 10:00:00,63630370,6363037001,1077.1,105.98,1077.1,Liquidado,489171,269.75,"26,970,000"
4380,23/08/2016,23/08/2016 10:00:00,63630371,6363037101,415.9,24,415.9,Liquidado,11963,53.9,0
4381,23/08/2016,23/08/2016 10:00:00,63630371,6363037101,415.9,24,415.9,Liquidado,413988,338,0
4382,23/08/2016,23/08/2016 10:00:00,63630375,6363037501,2658.9,59.9,2658.9,Liquidado,519021,2599,0
4383,23/08/2016,23/08/2016 10:00:00,63630377,6363037701,76.05,12,76.05,Liquidado,539144,64.05,0
4384,23/08/2016,23/08/2016 10:00:00,63630378,6363037801,579.6,20,579.6,Aberto,586127,139.9,0
4385,23/08/2016,23/08/2016 10:00:00,63630378,6363037801,579.6,20,579.6,Aberto,586129,139.9,0
4386,23/08/2016,23/08/2016 10:00:00,63630380,6363038001,128.6,14.9,128.6,Liquidado,501096,37.9,0
4387,23/08/2016,23/08/2016 10:01:00,63630382,6363038201,1607.9,8,1607.9,Liquidado,258448,1599.9,0
4388,23/08/2016,23/08/2016 10:01:00,63630385,6363038501,1335.02,15.9,1335.02,Liquidado,596566,1499,"179,880,000"
4389,23/08/2016,23/08/2016 10:01:00,63630387,6363038701,219.66,12,219.66,Liquidado,544376,207.66,0
4390,23/08/2016,23/08/2016 10:01:00,63630388,6363038801,1364.1,14.98,1364.1,Aberto,505919,374.75,"37,470,000"
4391,23/08/2016,23/08/2016 10:01:00,63630390,6363039001,1492.92,23.9,1492.92,Liquidado,586859,1499,"29,980,000"
4392,23/08/2016,23/08/2016 10:01:00,63630391,6363039101,447.24,18,447.24,Liquidado,112386,438,"8,760,000"
4393,23/08/2016,23/08/2016 10:02:00,63630393,6363039301,0,0,0,Cancelado,587313,1349,0
4394,23/08/2016,23/08/2016 10:02:00,63630394,6363039401,362.9,13,362.9,Liquidado,555901,349.9,0
4395,23/08/2016,23/08/2016 10:02:00,63630397,6363039701,556.9,57,556.9,Liquidado,544233,499.9,0
4396,23/08/2016,23/08/2016 10:02:00,63630397,6363039702,114.9,15.9,114.9,Liquidado,106446,99,0
4397,23/08/2016,23/08/2016 10:02:00,63630398,6363039801,42.61,7,42.61,Liquidado,479897,12.9,"1,030,000"
4398,23/08/2016,23/08/2016 10:02:00,63630399,6363039901,2414,15,2414,Liquidado,532881,2399,0
4399,23/08/2016,23/08/2016 10:02:00,63630400,6363040001,1338.99,39.99,1338.99,Liquidado,587845,1272,0
4400,23/08/2016,23/08/2016 10:02:00,63630400,6363040001,1338.99,39.99,1338.99,Liquidado,587848,17,0
4401,23/08/2016,23/08/2016 10:02:00,63630400,6363040001,1338.99,39.99,1338.99,Liquidado,587849,10,0
4402,23/08/2016,23/08/2016 10:02:00,63630401,6363040101,146,8,146,Aberto,377024,138,0
4403,23/08/2016,23/08/2016 10:02:00,63630403,6363040301,341,12,341,Liquidado,582371,329,0
4404,23/08/2016,23/08/2016 10:02:00,63630404,6363040401,1339,10,1339,Liquidado,532879,1329,0
4405,23/08/2016,23/08/2016 10:02:00,63630405,6363040501,308.9,29.9,308.9,Liquidado,344173,279,0
4406,23/08/2016,23/08/2016 10:03:00,63630408,6363040801,1538.99,39.99,1538.99,Liquidado,589501,1499,0
4407,23/08/2016,23/08/2016 10:03:00,63630409,6363040901,152.8,19,152.8,Liquidado,492494,66.9,0
4408,23/08/2016,23/08/2016 10:03:00,63630410,6363041001,1514.9,15.9,1514.9,Liquidado,586859,1499,0
4409,23/08/2016,23/08/2016 10:03:00,63630412,6363041201,986.1,14.98,986.1,Liquidado,489171,269.75,"26,970,000"
4410,23/08/2016,23/08/2016 10:03:00,63630414,6363041401,1728.99,29.99,1728.99,Liquidado,589080,1699,0
4411,23/08/2016,23/08/2016 10:03:00,63630415,6363041501,268.9,9,268.9,Aberto,581816,259.9,0
4412,23/08/2016,23/08/2016 10:03:00,63630416,6363041601,146.9,17,146.9,Liquidado,536640,129.9,0
4413,23/08/2016,23/08/2016 10:04:00,63630418,6363041801,146.9,7,146.9,Liquidado,400135,139.9,0
4414,23/08/2016,23/08/2016 10:04:00,63630419,6363041901,208.9,39,208.9,Liquidado,441059,169.9,0
4415,23/08/2016,23/08/2016 10:04:00,63630422,6363042201,304.9,85,304.9,Liquidado,532993,219.9,0
4416,23/08/2016,23/08/2016 10:04:00,63630423,6363042301,63.2,6,63.2,Liquidado,582144,14.3,0
4417,23/08/2016,23/08/2016 10:04:00,63630425,6363042501,797.73,15,797.73,Liquidado,583294,289.9,"28,990,000"
4418,23/08/2016,23/08/2016 10:04:00,63630427,6363042701,1297.9,49,1297.9,Liquidado,540654,1248.9,0
4419,23/08/2016,23/08/2016 10:05:00,63630429,6363042901,1215,16,1215,Liquidado,593576,1199,0
4420,23/08/2016,23/08/2016 10:05:00,63630431,6363043101,95.8,5.9,95.8,Liquidado,473483,89.9,0
4421,23/08/2016,23/08/2016 10:05:00,63630432,6363043201,109.9,0,109.9,Liquidado,9160,109.9,0
4422,23/08/2016,23/08/2016 10:05:00,63630433,6363043301,445.99,46.99,445.99,Liquidado,587931,399,0
4423,23/08/2016,23/08/2016 10:05:00,63630435,6363043501,120.9,11,120.9,Liquidado,534243,109.9,0
4424,23/08/2016,23/08/2016 10:05:00,63630436,6363043601,669.9,20.9,669.9,Liquidado,380738,54.9,0
4425,23/08/2016,23/08/2016 10:05:00,63630436,6363043601,669.9,20.9,669.9,Liquidado,492565,79.9,0
4426,23/08/2016,23/08/2016 10:05:00,63630437,6363043701,112.9,13,112.9,Liquidado,557598,99.9,0
4427,23/08/2016,23/08/2016 10:05:00,63630438,6363043801,203.5,7.9,203.5,Liquidado,578667,48.9,0
4428,23/08/2016,23/08/2016 10:05:00,63630439,6363043901,86.8,7,86.8,Liquidado,34157,39.9,0
4429,23/08/2016,23/08/2016 10:06:00,63630440,6363044001,62.8,7.9,62.8,Liquidado,380738,54.9,0
4430,23/08/2016,23/08/2016 10:06:00,63630441,6363044101,1094.1,14.98,1094.1,Liquidado,590166,299.75,"29,970,000"
4431,23/08/2016,23/08/2016 10:06:00,63630442,6363044201,407,9,407,Liquidado,102653,398,0
4432,23/08/2016,23/08/2016 10:06:00,63630443,6363044301,74.1,3,74.1,Liquidado,379727,71.1,0
4433,23/08/2016,23/08/2016 10:06:00,63630445,6363044501,253,5,253,Liquidado,6174,248,0
4434,23/08/2016,23/08/2016 10:06:00,63630447,6363044701,1951.1,62,651.1,Liquidado,533877,2099,"209,900,000"
4435,23/08/2016,23/08/2016 10:06:00,63630447,6363044701,1951.1,62,1300,Liquidado,533877,2099,"209,900,000"
4436,23/08/2016,23/08/2016 10:07:00,63630449,6363044901,887.9,8.9,887.9,Liquidado,596872,879,0
4437,23/08/2016,23/08/2016 10:07:00,63630451,6363045101,374.64,14,374.64,Liquidado,543242,368,"7,360,000"
4438,23/08/2016,23/08/2016 10:07:00,63630452,6363045201,673.9,8.9,673.9,Liquidado,543480,665,0
4439,23/08/2016,23/08/2016 10:07:00,63630455,6363045501,106.8,6.9,18.53,Liquidado,589615,99.9,0
4440,23/08/2016,23/08/2016 10:07:00,63630455,6363045501,106.8,6.9,88.27,Liquidado,589615,99.9,0
4441,23/08/2016,23/08/2016 10:07:00,63630455,6363045502,64.89,9.99,11.26,Liquidado,435620,54.9,0
4442,23/08/2016,23/08/2016 10:07:00,63630455,6363045502,64.89,9.99,53.63,Liquidado,435620,54.9,0
4443,23/08/2016,23/08/2016 10:07:00,63630456,6363045601,138,6,138,Liquidado,261000,132,0
4444,23/08/2016,23/08/2016 10:07:00,63630461,6363046101,195.9,16,195.9,Liquidado,526727,179.9,0
4445,23/08/2016,23/08/2016 10:07:00,63630462,6363046201,205.3,7.9,205.3,Aberto,495288,32.9,0
4446,23/08/2016,23/08/2016 10:08:00,63630463,6363046301,5310,14,5310,Liquidado,589724,3098,0
4447,23/08/2016,23/08/2016 10:08:00,63630463,6363046301,5310,14,5310,Liquidado,593179,2198,0
4448,23/08/2016,23/08/2016 10:08:00,63630464,6363046401,168.9,7,168.9,Liquidado,36348,161.9,0
4449,23/08/2016,23/08/2016 10:08:00,63630465,6363046501,301,4,301,Liquidado,286476,98,0
4450,23/08/2016,23/08/2016 10:08:00,63630465,6363046501,301,4,301,Liquidado,549427,199,0
4451,23/08/2016,23/08/2016 10:08:00,63630466,6363046601,856.01,20,856.01,Liquidado,395372,928.9,"92,890,000"
4452,23/08/2016,23/08/2016 10:08:00,63630467,6363046701,109.32,21,109.32,Liquidado,405110,6.59,0
4453,23/08/2016,23/08/2016 10:08:00,63630467,6363046701,109.32,21,109.32,Liquidado,594948,8.9,0
4454,23/08/2016,23/08/2016 10:08:00,63630469,6363046901,2658.9,59.9,1100,Liquidado,519021,2599,0
4455,23/08/2016,23/08/2016 10:08:00,63630469,6363046901,2658.9,59.9,1558.9,Liquidado,519021,2599,0
4456,23/08/2016,23/08/2016 10:08:00,63630470,6363047001,1314.9,15.9,1314.9,Liquidado,590392,1299,0
4457,23/08/2016,23/08/2016 10:08:00,63630471,6363047101,2728.99,29.99,2728.99,Liquidado,589848,2580,0
4458,23/08/2016,23/08/2016 10:08:00,63630471,6363047101,2728.99,29.99,2728.99,Liquidado,591419,119,0
4459,23/08/2016,23/08/2016 10:08:00,63630471,6363047102,448.99,19.99,448.99,Liquidado,587853,429,0
4460,23/08/2016,23/08/2016 10:08:00,63630472,6363047201,1770,21,1770,Liquidado,595079,1749,0
4461,23/08/2016,23/08/2016 10:08:00,63630473,6363047301,319.9,7.9,319.9,Liquidado,596240,312,0
4462,23/08/2016,23/08/2016 10:08:00,63630475,6363047501,814.9,25.9,814.9,Liquidado,589887,789,0
4463,23/08/2016,23/08/2016 10:08:00,63630476,6363047601,3118.03,15,3118.03,Aberto,480683,3199,"95,970,000"
4464,23/08/2016,23/08/2016 10:08:00,63630477,6363047701,141.9,22,141.9,Liquidado,441060,119.9,0
4465,23/08/2016,23/08/2016 10:08:00,63630477,6363047702,181.8,15.9,181.8,Liquidado,106464,165.9,0
4466,23/08/2016,23/08/2016 10:09:00,63630479,6363047901,211.9,12.9,211.9,Liquidado,353118,199,0
4467,23/08/2016,23/08/2016 10:09:00,63630480,6363048001,328.2,15,328.2,Liquidado,583291,174,"17,400,000"
4468,23/08/2016,23/08/2016 10:09:00,63630481,6363048101,109.8,9.9,109.8,Aberto,364665,99.9,0
4469,23/08/2016,23/08/2016 10:09:00,63630483,6363048301,1054.9,25.9,1054.9,Liquidado,542578,1029,0
4470,23/08/2016,23/08/2016 10:09:00,63630484,6363048401,809.1,0,809.1,Liquidado,595984,899,"89,900,000"
4471,23/08/2016,23/08/2016 10:09:00,63630486,6363048601,843.4,24,843.4,Aberto,586127,139.9,0
4472,23/08/2016,23/08/2016 10:09:00,63630486,6363048601,843.4,24,843.4,Aberto,586129,139.9,0
4473,23/08/2016,23/08/2016 10:09:00,63630486,6363048601,843.4,24,843.4,Aberto,596426,129.9,0
4474,23/08/2016,23/08/2016 10:09:00,63630488,6363048801,1837,139,1837,Liquidado,428422,1698,0
4475,23/08/2016,23/08/2016 10:09:00,63630490,6363049001,1506,8,1506,Aberto,381178,1498,0
4476,23/08/2016,23/08/2016 10:10:00,63630491,6363049101,5216.4,17.9,5216.4,Aberto,589628,2624.25,"25,000,000"
4477,23/08/2016,23/08/2016 10:10:00,63630492,6363049201,678.99,29.99,678.99,Liquidado,590281,649,0
4478,23/08/2016,23/08/2016 10:10:00,63630496,6363049601,1140.9,12,1140.9,Liquidado,337864,1128.9,0
4479,23/08/2016,23/08/2016 10:10:00,63630497,6363049701,1474.9,15.9,1474.9,Liquidado,596249,1459,0
4480,23/08/2016,23/08/2016 10:10:00,63630498,6363049801,71.9,12,71.9,Aberto,591140,59.9,0
4481,23/08/2016,23/08/2016 10:10:00,63630499,6363049901,170,11,170,Liquidado,489475,159,0
4482,23/08/2016,23/08/2016 10:11:00,63630504,6363050401,2712.99,14.99,2712.99,Liquidado,376188,2698,0
4483,23/08/2016,23/08/2016 10:11:00,63630508,6363050801,407.2,8,407.2,Liquidado,489408,399.2,0
4484,23/08/2016,23/08/2016 10:11:00,63630511,6363051101,146.9,10,146.9,Aberto,91922,136.9,0
4485,23/08/2016,23/08/2016 10:11:00,63630512,6363051201,86.8,6.9,86.8,Liquidado,465098,79.9,0
4486,23/08/2016,23/08/2016 10:11:00,63630514,6363051401,1998,0,1998,Liquidado,404756,1998,0
4487,23/08/2016,23/08/2016 10:11:00,63630516,6363051601,389.89,24.99,389.89,Liquidado,389011,364.9,0
4488,23/08/2016,23/08/2016 10:11:00,63630519,6363051901,1839,23,1839,Liquidado,233202,1816,0
4489,23/08/2016,23/08/2016 10:11:20,,97521,5288.41,0,,Aberto,12489,407.4,0
4490,23/08/2016,23/08/2016 10:11:20,,97521,5288.41,0,,Aberto,12491,407.4,0
4491,23/08/2016,23/08/2016 10:11:20,,97521,5288.41,0,,Aberto,12498,805.25,0
4492,23/08/2016,23/08/2016 10:11:20,,97521,5288.41,0,,Aberto,226111,1449.8,0
4493,23/08/2016,23/08/2016 10:11:20,,97521,5288.41,0,,Aberto,463712,155.49,0
4494,23/08/2016,23/08/2016 10:11:20,,97521,5288.41,0,,Aberto,463714,779.19,0
4495,23/08/2016,23/08/2016 10:11:20,,97521,5288.41,0,,Aberto,463715,349.2,0
4496,23/08/2016,23/08/2016 10:12:00,63630520,6363052001,175.9,14,175.9,Liquidado,36348,161.9,0
4497,23/08/2016,23/08/2016 10:12:00,63630522,6363052201,23.9,8,23.9,Aberto,103734,15.9,0
4498,23/08/2016,23/08/2016 10:12:00,63630524,6363052401,83.7,7.9,83.7,Liquidado,495296,37.9,0
4499,23/08/2016,23/08/2016 10:12:00,63630528,6363052801,66.8,7,66.8,Liquidado,544201,29.9,0
4500,23/08/2016,23/08/2016 10:12:00,63630531,6363053101,608.82,15,608.82,Aberto,590170,329.9,"32,990,000"
4501,23/08/2016,23/08/2016 10:13:00,63630533,6363053301,0,0,119.79,Cancelado,435620,54.9,0
4502,23/08/2016,23/08/2016 10:13:00,63630536,6363053601,1166.1,14.98,1166.1,Aberto,489172,319.75,"31,970,000"
4503,23/08/2016,23/08/2016 10:13:00,63630537,6363053701,246.9,27,246.9,Liquidado,526701,219.9,0
4504,23/08/2016,23/08/2016 10:13:00,63630538,6363053801,499.8,0,499.8,Liquidado,30296,249.9,0
4505,23/08/2016,23/08/2016 10:13:00,63630539,6363053901,202.9,23,202.9,Aberto,526727,179.9,0
4506,23/08/2016,23/08/2016 10:13:00,63630540,6363054001,364.8,7.9,364.8,Liquidado,380738,54.5,0
4507,23/08/2016,23/08/2016 10:13:00,63630540,6363054001,364.8,7.9,364.8,Liquidado,424247,29.9,0
4508,23/08/2016,23/08/2016 10:13:00,63630541,6363054101,1336,20,1336,Liquidado,372434,329,0
4509,23/08/2016,23/08/2016 10:13:00,63630543,6363054301,362.9,13,362.9,Liquidado,555901,349.9,0
4510,23/08/2016,23/08/2016 10:13:00,63630548,6363054801,203.9,15,203.9,Liquidado,553,99,0
4511,23/08/2016,23/08/2016 10:13:00,63630548,6363054801,203.9,15,203.9,Liquidado,11970,89.9,0
4512,23/08/2016,23/08/2016 10:13:00,63630549,6363054901,1111.9,12,1111.9,Liquidado,593572,1099.9,0
4513,23/08/2016,23/08/2016 10:13:00,63630550,6363055001,1172.9,23.9,1172.9,Liquidado,543799,1149,0
4514,23/08/2016,23/08/2016 10:14:00,63630551,6363055101,148.8,8.9,148.8,Liquidado,372913,139.9,0
4515,23/08/2016,23/08/2016 10:14:00,63630553,6363055301,699.9,3,699.9,Liquidado,346233,696.9,0
4516,23/08/2016,23/08/2016 10:14:00,63630553,6363055302,139.9,3,139.9,Liquidado,91922,136.9,0
4517,23/08/2016,23/08/2016 10:14:00,63630556,6363055601,53,4,53,Liquidado,434850,49,0
4518,23/08/2016,23/08/2016 10:14:00,63630557,6363055701,5499.99,0.99,5499.99,Liquidado,379497,549.9,0
4519,23/08/2016,23/08/2016 10:15:00,63630564,6363056401,27.89,4.99,27.89,Liquidado,11000,22.9,0
4520,23/08/2016,23/08/2016 10:15:00,63630567,6363056701,342.99,14.99,342.99,Liquidado,380921,328,0
4521,23/08/2016,23/08/2016 10:15:00,63630568,6363056801,136.9,7.9,136.9,Liquidado,592886,129,0
4522,23/08/2016,23/08/2016 10:15:00,63630570,6363057001,799.9,20,799.9,Liquidado,395368,779.9,0
4523,23/08/2016,23/08/2016 10:15:00,63630571,6363057101,73.5,16,73.5,Liquidado,11992,57.5,0
4524,23/08/2016,23/08/2016 10:15:00,63630572,6363057201,140,8,140,Liquidado,261000,132,0
4525,23/08/2016,23/08/2016 10:15:00,63630573,6363057301,122,7,122,Liquidado,11992,57.5,0
4526,23/08/2016,23/08/2016 10:15:00,63630574,6363057401,160.9,15.9,160.9,Liquidado,405129,145,0
4527,23/08/2016,23/08/2016 10:16:00,63630575,6363057501,205.11,9,205.11,Liquidado,545068,217.9,"21,790,000"
4528,23/08/2016,23/08/2016 10:16:00,63630576,6363057601,1061,13,1061,Liquidado,531813,1048,0
4529,23/08/2016,23/08/2016 10:16:00,63630578,6363057801,408.99,19.99,408.99,Liquidado,585851,389,0
4530,23/08/2016,23/08/2016 10:16:00,63630579,6363057901,220.05,12,220.05,Liquidado,304275,219,"10,950,000"
4531,23/08/2016,23/08/2016 10:16:00,63630581,6363058101,86.8,6.9,86.8,Liquidado,465098,79.9,0
4532,23/08/2016,23/08/2016 10:16:00,63630582,6363058201,516.9,17,516.9,Liquidado,219508,499.9,0
4533,23/08/2016,23/08/2016 10:16:00,63630584,6363058401,5499.99,0.99,5499.99,Liquidado,379497,549.9,0
4534,23/08/2016,23/08/2016 10:16:00,63630585,6363058501,757.05,15.01,757.05,Aberto,505919,412.25,"41,230,000"
4535,23/08/2016,23/08/2016 10:17:00,63630587,6363058701,70.89,0.99,70.89,Liquidado,595699,69.9,0
4536,23/08/2016,23/08/2016 10:17:00,63630588,6363058801,437.9,8.9,437.9,Liquidado,588898,429,0
4537,23/08/2016,23/08/2016 10:17:00,63630589,6363058901,237,39,237,Liquidado,439737,198,0
4538,23/08/2016,23/08/2016 10:17:00,63630591,6363059101,457.9,7.9,457.9,Liquidado,541968,37.5,0
4539,23/08/2016,23/08/2016 10:17:00,63630594,6363059401,2007.9,8.9,2007.9,Liquidado,505479,1999,0
4540,23/08/2016,23/08/2016 10:18:00,63630595,6363059501,62.8,7.9,62.8,Liquidado,380684,54.9,0
4541,23/08/2016,23/08/2016 10:18:00,63630596,6363059601,11.8,6.9,11.8,Liquidado,507578,54.9,"50,000,000"
